id,sec,voltage,battery_remaining,current_drawn,ground_speed,air_speed,nav_roll,nav_pitch,nav_bearing,pitch,yaw,roll,alt,lat,lon,payload,distance_frm_home,velocity_x,velocity_y,velocity_z,mode,flight_time
273,546,14.635,50,15.18,0.07,0.07,NULL,NULL,300,-0.00387877,-1.0369,-0.0095376,3.74,37.5993763,126.8635674,NULL,NULL,0,-0.02,-0.02,LOITER,550.63
274,548,14.631,50,14.96,0.18,0.18,NULL,NULL,300,-0.0212351,-1.04315,2.28938E-05,3.71,37.599375,126.8635669,NULL,NULL,-0.1,-0.05,0,LOITER,552.647
275,550,14.634,50,15.37,0.07,0.07,NULL,NULL,300,0.00402213,-1.03269,-0.00348138,3.69,37.5993748,126.8635663,NULL,NULL,0.05,0,0.04,LOITER,554.662
276,552,14.624,49,15.29,0.04,0.04,NULL,NULL,300,0.00115523,-1.03651,-0.0167649,3.71,37.5993752,126.8635661,NULL,NULL,-0.05,0.01,0,LOITER,556.676
277,554,14.623,49,15.02,0.07,0.07,NULL,NULL,300,0.000152286,-1.03613,-0.00667814,3.7,37.5993743,126.8635659,NULL,NULL,-0.01,0.03,0.01,LOITER,558.689
278,556,14.623,49,14.91,0.11,0.11,NULL,NULL,300,0.00512073,-1.03665,-0.00563426,3.74,37.599374,126.8635657,NULL,NULL,0.05,0.05,0,LOITER,560.702
279,558,14.618,49,15.14,0.09,0.09,NULL,NULL,300,0.00305954,-1.03858,-0.013739,3.73,37.5993751,126.8635665,NULL,NULL,0.02,0.04,-0.01,LOITER,562.712
280,560,14.617,49,14.99,0.07,0.07,NULL,NULL,300,0.0037033,-1.03656,-0.0169314,3.71,37.5993753,126.8635674,NULL,NULL,0,0,-0.01,LOITER,564.733
281,562,14.618,49,15.11,0.04,0.04,NULL,NULL,300,0.00033526,-1.03649,-0.0158647,3.68,37.5993748,126.8635678,NULL,NULL,-0.01,-0.04,0.03,LOITER,566.746
282,564,14.611,48,15.26,0.1,0.1,NULL,NULL,300,0.00621597,-1.03269,-0.0004083,3.69,37.5993742,126.8635673,NULL,NULL,0.01,-0.03,0.03,LOITER,568.76
283,566,14.618,48,15.2,0.05,0.05,NULL,NULL,300,-0.00352182,-1.03414,-0.00851041,3.72,37.5993747,126.8635674,NULL,NULL,0.02,-0.03,0,LOITER,570.773
284,568,14.617,48,15.18,0.13,0.13,NULL,NULL,292,-0.00203318,-1.17564,-0.0471085,3.7,37.5993743,126.8635663,NULL,NULL,-0.2,-0.06,0.01,LOITER,572.789
285,570,14.597,48,15.44,0.18,0.18,NULL,NULL,292,0.0132574,-1.17976,-0.000507738,3.68,37.5993704,126.863565,NULL,NULL,0.04,-0.09,0.03,LOITER,574.804
286,572,14.597,48,15.29,0.31,0.31,NULL,NULL,292,-0.0313678,-1.18364,-0.00294294,3.68,37.5993689,126.8635656,NULL,NULL,-0.19,0.22,0.04,LOITER,576.818
287,574,14.601,48,15.51,0.06,0.06,NULL,NULL,291,0.0141045,-1.18978,0.0168527,3.7,37.5993671,126.8635669,NULL,NULL,-0.02,0,0.01,LOITER,578.833
288,576,14.606,47,14.96,0.17,0.17,NULL,NULL,291,0.00472229,-1.19649,-0.00108445,3.68,37.5993683,126.863568,NULL,NULL,0.02,0.1,0.04,LOITER,580.852
289,578,14.603,47,15.17,0.08,0.08,NULL,NULL,291,0.00142561,-1.19123,-0.0111326,3.7,37.5993688,126.8635692,NULL,NULL,-0.06,-0.05,0.01,LOITER,582.864
290,580,14.59,47,15.2,0.03,0.03,NULL,NULL,291,0.00608323,-1.19808,-0.0118816,3.74,37.5993681,126.8635688,NULL,NULL,0.04,0.01,-0.02,LOITER,584.877
291,582,14.589,47,15.47,0.25,0.25,NULL,NULL,291,0.0170624,-1.1987,-0.0260041,3.74,37.599369,126.8635697,NULL,NULL,0.05,-0.09,0,LOITER,586.89
292,584,14.602,47,15.21,0.16,0.16,NULL,NULL,291,0.0156652,-1.1885,-0.00706043,3.71,37.599369,126.8635689,NULL,NULL,-0.04,-0.05,0,LOITER,588.906
293,586,14.583,47,15.28,0.05,0.05,NULL,NULL,292,0.0177311,-1.182,0.00597078,3.73,37.5993678,126.863567,NULL,NULL,-0.06,0.04,0,LOITER,590.92
294,588,14.578,46,15.24,0.07,0.07,NULL,NULL,292,-0.00296526,-1.18195,-0.0044327,3.71,37.599368,126.8635684,NULL,NULL,0,0.07,0.01,LOITER,592.933
295,590,14.586,46,15.02,0.08,0.08,NULL,NULL,291,0.00581983,-1.19006,-0.00982607,3.72,37.5993679,126.8635699,NULL,NULL,0,-0.05,-0.01,LOITER,594.947
296,592,14.581,46,15.42,0.17,0.17,NULL,NULL,291,0.0143244,-1.19023,0.00246753,3.74,37.5993677,126.8635689,NULL,NULL,0.02,-0.03,-0.03,LOITER,596.96
297,594,14.571,46,15.31,0.09,0.09,NULL,NULL,291,0.0250488,-1.18901,-0.0131796,3.71,37.599369,126.8635676,NULL,NULL,0.01,-0.02,0.02,LOITER,598.975
298,596,14.577,46,14.88,0.12,0.12,NULL,NULL,291,0.0151307,-1.19222,0.0284591,3.71,37.5993682,126.8635673,NULL,NULL,-0.13,0.01,-0.01,LOITER,600.987
299,598,14.582,45,14.87,0.07,0.07,NULL,NULL,291,0.0179537,-1.1898,-0.00232387,3.7,37.5993687,126.8635692,NULL,NULL,0,-0.01,0.01,LOITER,603.002
300,600,14.57,45,15.81,0.04,0.04,NULL,NULL,292,0.00776442,-1.18423,-0.00601975,3.71,37.5993681,126.8635694,NULL,NULL,0.01,0,0.01,LOITER,605.012
301,602,14.577,45,15.7,0.2,0.2,NULL,NULL,292,0.017607,-1.18261,0.012162,3.7,37.5993669,126.8635679,NULL,NULL,-0.07,-0.08,0.01,LOITER,607.023
302,604,14.565,45,15.13,0.26,0.26,NULL,NULL,292,-0.00132422,-1.1852,-0.0287011,3.68,37.5993674,126.8635684,NULL,NULL,0.09,0.09,0.02,LOITER,609.048
303,606,14.555,45,15.16,0.11,0.11,NULL,NULL,291,0.015379,-1.18944,0.00760566,3.7,37.5993676,126.8635686,NULL,NULL,0.1,0,0.01,LOITER,611.062
304,608,14.566,45,15.43,0.08,0.08,NULL,NULL,291,0.0145539,-1.18726,-0.000822091,3.69,37.5993684,126.8635686,NULL,NULL,0.06,-0.01,0.02,LOITER,613.076
305,610,14.555,44,15.38,0,0,NULL,NULL,292,0.013883,-1.18281,-0.00764144,3.71,37.5993685,126.8635673,NULL,NULL,-0.04,0,0.01,LOITER,615.09
306,612,14.559,44,15.18,0.29,0.29,NULL,NULL,292,0.0195572,-1.18609,-0.0016197,3.68,37.5993672,126.8635663,NULL,NULL,0.11,0.12,0.05,LOITER,617.104
307,614,14.562,44,15.15,0.16,0.16,NULL,NULL,292,0.00763365,-1.18682,-0.00832061,3.69,37.5993688,126.8635688,NULL,NULL,-0.02,0.05,0.03,LOITER,619.117
308,616,14.555,44,15.53,0.15,0.15,NULL,NULL,289,0.0166122,-1.2335,-0.0146468,3.68,37.5993696,126.8635703,NULL,NULL,-0.04,-0.09,0.03,LOITER,621.129
309,618,14.55,44,15.16,0.22,0.22,NULL,NULL,289,0.0140839,-1.23112,0.00857959,3.69,37.5993681,126.863569,NULL,NULL,-0.07,-0.04,0.04,LOITER,623.142
310,620,14.556,44,15.3,0.06,0.06,NULL,NULL,289,0.0189051,-1.23496,-0.00103046,3.75,37.5993672,126.8635678,NULL,NULL,0.03,0.02,0,LOITER,625.156
311,622,14.555,43,15.15,0.03,0.03,NULL,NULL,289,0.0210109,-1.23844,-0.00636937,3.75,37.5993683,126.863568,NULL,NULL,0.01,0.02,0,LOITER,627.17
312,624,14.552,43,15.44,0.08,0.08,NULL,NULL,289,-0.0202047,-1.23019,-0.00755593,3.75,37.5993694,126.8635685,NULL,NULL,0.03,-0.06,0.01,LOITER,629.184
313,626,14.533,43,15.32,0.18,0.18,NULL,NULL,289,0.043308,-1.23582,0.0189493,3.76,37.599368,126.8635685,NULL,NULL,-0.08,-0.14,0,LOITER,631.198
314,628,14.529,43,15.54,0.23,0.23,NULL,NULL,289,0.0530015,-1.2351,-0.00652792,3.76,37.5993688,126.863566,NULL,NULL,0.09,-0.16,0.02,LOITER,633.211
315,630,14.534,43,15.49,0.07,0.07,NULL,NULL,289,0.0160245,-1.23728,-0.00109298,3.76,37.5993684,126.8635649,NULL,NULL,0,-0.09,0,LOITER,635.222
316,632,14.523,43,15.05,0.11,0.11,NULL,NULL,289,0.0121686,-1.23781,-0.00565602,3.75,37.599369,126.8635641,NULL,NULL,0,-0.01,0,LOITER,637.234
317,634,14.533,42,14.83,0.03,0.03,NULL,NULL,289,0.00188396,-1.23669,0.00436618,3.78,37.5993697,126.8635644,NULL,NULL,-0.04,-0.02,0,LOITER,639.244
318,636,14.54,42,15.1,0.07,0.07,NULL,NULL,289,0.0124136,-1.2396,0.0102915,3.77,37.599369,126.863564,NULL,NULL,0.01,0.01,0,LOITER,641.256
319,638,14.538,42,14.99,0.03,0.03,NULL,NULL,289,0.00263551,-1.23834,0.0246975,3.79,37.5993692,126.8635645,NULL,NULL,-0.03,0,-0.02,LOITER,643.271
320,640,14.536,42,14.73,0.02,0.02,NULL,NULL,289,-0.00733811,-1.23219,0.0106741,3.78,37.5993692,126.8635651,NULL,NULL,-0.04,-0.03,0,LOITER,645.286
321,642,14.521,42,15.37,0.14,0.14,NULL,NULL,288,0.013303,-1.23854,0.00351393,3.76,37.5993692,126.8635651,NULL,NULL,0.05,-0.06,0.01,LOITER,647.299
322,644,14.524,42,15.34,0.08,0.08,NULL,NULL,289,0.00358583,-1.23311,-0.00541413,3.74,37.5993699,126.863565,NULL,NULL,-0.03,-0.04,0.02,LOITER,649.312
323,646,14.528,41,16.15,0.09,0.09,NULL,NULL,291,-0.0048788,-1.18831,0.0130907,3.73,37.5993691,126.863565,NULL,NULL,0,-0.06,0.02,LOITER,651.325
324,648,14.514,41,15.44,0.06,0.06,NULL,NULL,291,0.00800468,-1.18891,-0.0101706,3.7,37.5993702,126.8635648,NULL,NULL,0.02,-0.02,0.02,LOITER,653.338
325,650,14.526,41,15.41,0.21,0.21,NULL,NULL,292,0.051723,-1.16928,-0.00320701,3.69,37.5993697,126.8635663,NULL,NULL,-0.18,0.19,0,LOITER,655.352
326,652,14.525,41,15.2,0.09,0.09,NULL,NULL,292,0.00695962,-1.17566,0.00633607,3.67,37.5993679,126.8635684,NULL,NULL,0.01,-0.05,0.02,LOITER,657.361
327,654,14.518,41,15.16,0.03,0.03,NULL,NULL,293,0.00225881,-1.17171,0.0444107,3.65,37.5993667,126.8635679,NULL,NULL,0.12,0.01,0.03,LOITER,659.372
328,656,14.504,40,15.69,0.07,0.07,NULL,NULL,292,0.000962663,-1.17075,0.015935,3.68,37.5993696,126.8635689,NULL,NULL,0.07,-0.03,0.03,LOITER,661.386
329,658,14.503,40,15.45,0.26,0.26,NULL,NULL,292,-0.0127279,-1.17256,0.00425946,3.71,37.5993733,126.8635712,NULL,NULL,0.02,0.22,0.01,LOITER,663.401
330,660,14.507,40,15.11,0.1,0.1,NULL,NULL,293,-0.00810048,-1.16596,-0.00771452,3.67,37.599373,126.8635746,NULL,NULL,-0.01,0.04,0.02,LOITER,665.414
331,662,14.509,40,15.06,0.2,0.2,NULL,NULL,292,0.0720835,-1.1688,0.00425794,3.71,37.599372,126.8635758,NULL,NULL,-0.17,0.35,0,LOITER,667.427
332,664,14.507,40,15.14,0.12,0.12,NULL,NULL,292,-0.00794452,-1.17263,0.0065903,3.7,37.5993713,126.8635777,NULL,NULL,-0.04,0.02,0,LOITER,669.442
333,666,14.507,40,15.31,0.06,0.06,NULL,NULL,293,-0.00408923,-1.16554,-0.0110111,3.69,37.5993717,126.8635782,NULL,NULL,0.02,0.04,0.01,LOITER,671.455
334,668,14.506,39,15.23,0.07,0.07,NULL,NULL,283,-0.00401182,-1.3372,-0.00698789,3.7,37.5993717,126.8635794,NULL,NULL,-0.02,-0.04,0,LOITER,673.47
335,670,14.493,39,15.24,0.07,0.07,NULL,NULL,283,-0.004533,-1.33613,-0.00750883,3.71,37.5993714,126.8635784,NULL,NULL,-0.02,-0.01,-0.01,LOITER,675.485
336,672,14.496,39,14.87,0.02,0.02,NULL,NULL,283,-0.00668634,-1.33668,-0.012158,3.72,37.5993714,126.8635783,NULL,NULL,-0.03,0,-0.02,LOITER,677.497
337,674,14.507,39,15.27,0.1,0.1,NULL,NULL,283,-0.00680085,-1.33128,0.00420877,3.73,37.5993712,126.8635774,NULL,NULL,0,0,-0.01,LOITER,679.507
338,676,14.492,39,15.17,0.12,0.12,NULL,NULL,283,-0.0145478,-1.33762,-0.0070338,3.72,37.5993713,126.8635788,NULL,NULL,0.01,-0.06,-0.01,LOITER,681.519
339,678,14.494,39,15.28,0.16,0.16,NULL,NULL,283,0.000359706,-1.33919,-0.00358128,3.68,37.5993714,126.8635771,NULL,NULL,0.01,-0.01,0,LOITER,683.533
340,680,14.495,38,15.32,0.16,0.16,NULL,NULL,284,-0.00609603,-1.32653,-0.0206294,3.69,37.5993722,126.8635772,NULL,NULL,0.02,0.1,0,LOITER,685.547
341,682,14.491,38,15.17,0.04,0.04,NULL,NULL,283,-0.0058505,-1.33841,-0.0153776,3.7,37.5993725,126.8635783,NULL,NULL,-0.14,-0.02,-0.01,LOITER,687.561
342,684,14.479,38,15.47,0.08,0.08,NULL,NULL,283,-0.0174529,-1.33219,0.0294505,3.69,37.5993699,126.8635786,NULL,NULL,-0.14,-0.06,0,LOITER,689.579
343,686,14.487,38,15.74,0.2,0.2,NULL,NULL,283,-0.0258527,-1.335,-0.0016461,3.68,37.5993706,126.8635792,NULL,NULL,0.06,-0.02,0,LOITER,691.593
344,688,14.515,38,16.81,0.13,0.13,NULL,NULL,277,-0.00604181,-1.4333,-0.00687267,3.7,37.5993713,126.8635788,NULL,NULL,-0.02,-0.1,-0.02,LOITER,693.609
345,690,14.496,38,15.18,0.12,0.12,NULL,NULL,278,-0.0147904,-1.4279,0.0153342,3.72,37.5993708,126.8635787,NULL,NULL,0,-0.07,-0.05,LOITER,695.622
346,692,14.488,37,15.36,0.01,0.01,NULL,NULL,278,-0.00747612,-1.42332,-0.000568995,3.68,37.5993718,126.8635774,NULL,NULL,0.05,0,0,LOITER,697.635
347,694,14.473,37,14.67,0.13,0.13,NULL,NULL,280,0.0238713,-1.39528,-0.00776624,3.52,37.5993728,126.8635781,NULL,NULL,-0.05,0.01,0.02,LOITER,699.65
348,696,14.475,37,15.43,0.11,0.11,NULL,NULL,279,-0.0322591,-1.40017,-0.0239494,3.5,37.599373,126.8635802,NULL,NULL,-0.03,0.02,0.01,LOITER,701.661
349,698,14.477,37,15.56,0.1,0.1,NULL,NULL,280,-0.0182076,-1.39385,-0.0152423,3.48,37.5993716,126.8635815,NULL,NULL,-0.1,-0.04,0.04,LOITER,703.673
350,700,14.49,37,14.47,0.12,0.12,NULL,NULL,280,-0.0231096,-1.39126,-0.0242625,3.53,37.5993717,126.8635806,NULL,NULL,0.14,0.01,-0.03,LOITER,705.686
351,702,14.456,37,17.69,0.1,0.1,NULL,NULL,280,0.00964008,-1.39296,-0.073702,3.62,37.599374,126.8635809,NULL,NULL,-0.11,-0.08,0.21,LOITER,707.703
352,704,14.479,36,16.24,0.05,0.05,NULL,NULL,279,-0.00389289,-1.39934,-0.0241202,3.76,37.5993727,126.8635796,NULL,NULL,-0.1,0.05,0.15,LOITER,709.721
353,706,14.473,36,15.43,0.09,0.09,NULL,NULL,279,-0.00958746,-1.39852,-0.0233022,3.77,37.5993718,126.8635777,NULL,NULL,0.01,-0.16,0.06,LOITER,711.734
354,708,14.463,36,15.95,0.07,0.07,NULL,NULL,279,-0.00238675,-1.39837,-0.00539329,3.77,37.5993722,126.8635759,NULL,NULL,-0.09,-0.02,0.07,LOITER,713.748
355,710,14.475,36,14.74,0.05,0.05,NULL,NULL,280,-0.0207659,-1.38871,-0.0114863,3.82,37.5993723,126.8635764,NULL,NULL,0.05,-0.05,-0.03,LOITER,715.761
356,712,14.452,36,15.17,0.04,0.04,NULL,NULL,281,-0.0116373,-1.36746,-0.00484999,3.58,37.599372,126.8635755,NULL,NULL,0.01,0,0.02,LOITER,717.774
357,714,14.46,35,15.47,0.09,0.09,NULL,NULL,281,-0.0129211,-1.36482,-0.0108928,3.57,37.5993729,126.8635756,NULL,NULL,-0.09,-0.03,0,LOITER,719.787
358,716,14.462,35,15.53,0.18,0.18,NULL,NULL,281,-0.00457034,-1.36722,-0.014523,3.58,37.5993726,126.8635751,NULL,NULL,0.04,-0.01,0,LOITER,721.801
359,718,14.462,35,15.35,0.07,0.07,NULL,NULL,281,0.00266845,-1.36408,-0.00671231,3.54,37.5993726,126.8635727,NULL,NULL,-0.04,0.04,0.02,LOITER,723.811
360,720,14.438,35,15.93,0.05,0.05,NULL,NULL,281,0.00347982,-1.36382,-0.00773614,3.55,37.5993729,126.8635727,NULL,NULL,-0.03,0.08,0,LOITER,725.823
361,722,14.453,35,14.96,0.08,0.08,NULL,NULL,282,-0.00638545,-1.3603,0.0010735,3.6,37.599373,126.8635737,NULL,NULL,0.07,0.04,-0.01,LOITER,727.838
362,724,14.454,35,15.19,0.04,0.04,NULL,NULL,281,-0.0179823,-1.37043,-0.0105857,3.64,37.5993729,126.8635756,NULL,NULL,-0.03,0,0,LOITER,729.851
363,726,14.445,34,15.56,0.11,0.11,NULL,NULL,282,-0.00563179,-1.36113,0.00615453,3.65,37.5993724,126.8635755,NULL,NULL,0.03,-0.04,0.02,LOITER,731.865
364,728,14.438,34,15.81,0.09,0.09,NULL,NULL,281,-0.000858839,-1.36441,-0.00760602,3.77,37.5993726,126.8635749,NULL,NULL,0,-0.02,0.01,LOITER,733.879
365,730,14.449,34,15.25,0.13,0.13,NULL,NULL,281,-0.0062594,-1.3624,0.00519688,3.78,37.5993717,126.8635742,NULL,NULL,-0.03,-0.04,0.06,LOITER,735.891
366,732,14.441,34,15.13,0.09,0.09,NULL,NULL,282,-0.0113028,-1.35825,-0.00490181,3.82,37.5993721,126.8635745,NULL,NULL,0.11,0,0.02,LOITER,737.906
367,734,14.434,34,15.13,0.11,0.11,NULL,NULL,281,-0.0124065,-1.36963,-0.00534028,3.81,37.5993731,126.8635742,NULL,NULL,-0.04,0.03,0,LOITER,739.917
368,736,14.453,34,14.98,0.07,0.07,NULL,NULL,281,-0.0107572,-1.36794,-0.00442421,3.85,37.5993723,126.8635742,NULL,NULL,0.02,0.04,-0.02,LOITER,741.931
369,738,14.432,33,15.56,0.16,0.16,NULL,NULL,281,-0.0232636,-1.36806,-0.0205546,3.83,37.5993732,126.863575,NULL,NULL,0,0.04,0,LOITER,743.947
370,740,14.443,33,15.75,0.09,0.09,NULL,NULL,281,-0.0186723,-1.37138,-0.0220264,3.83,37.5993735,126.8635756,NULL,NULL,0,0,0,LOITER,745.958
371,742,14.435,33,15.2,0.06,0.06,NULL,NULL,281,-0.0191174,-1.36977,-0.0149077,3.82,37.5993734,126.8635759,NULL,NULL,-0.03,-0.06,-0.02,LOITER,747.97
372,744,14.426,33,15.54,0.13,0.13,NULL,NULL,281,-0.0199121,-1.36879,-0.0162629,3.83,37.5993727,126.8635757,NULL,NULL,-0.05,-0.07,0,LOITER,749.983
373,746,14.405,33,14.94,0.13,0.13,NULL,NULL,281,-0.012309,-1.37454,-0.0111742,3.74,37.5993723,126.8635746,NULL,NULL,-0.02,-0.07,-0.27,LOITER,751.995
374,748,14.423,33,15.62,0.06,0.06,NULL,NULL,280,-0.00902391,-1.38178,0.00291696,3.65,37.5993718,126.8635739,NULL,NULL,-0.02,-0.01,0,LOITER,754.009
375,750,14.424,32,15.17,0.02,0.02,NULL,NULL,280,-0.0138403,-1.384,-0.00686904,3.67,37.5993722,126.863574,NULL,NULL,0.03,0,-0.04,LOITER,756.023
376,752,14.435,32,15,0.03,0.03,NULL,NULL,285,-0.00716351,-1.30102,0.00578493,3.62,37.5993718,126.863574,NULL,NULL,0.02,0,-0.01,LOITER,758.036
377,754,14.429,32,14.7,0.04,0.04,NULL,NULL,304,-0.00281981,-0.97171,-0.000225593,3.58,37.5993723,126.8635743,NULL,NULL,0.02,0.05,-0.03,LOITER,760.047
378,756,14.412,32,14.96,0.08,0.08,NULL,NULL,313,-0.00386667,-0.809462,-0.0115957,3.58,37.5993728,126.8635753,NULL,NULL,0.04,0.03,-0.01,LOITER,762.061
379,758,14.413,32,15.56,0.08,0.08,NULL,NULL,303,-0.0079766,-0.994369,0.00221671,3.59,37.5993724,126.8635742,NULL,NULL,-0.06,-0.04,-0.01,LOITER,764.074
380,760,14.41,32,15.41,0.14,0.14,NULL,NULL,302,-0.0061375,-0.997025,0.00344589,3.57,37.5993723,126.8635744,NULL,NULL,-0.01,-0.07,0,LOITER,766.089
381,762,14.406,31,15.07,0.15,0.15,NULL,NULL,303,0.00782877,-0.989316,0.0200942,3.54,37.5993731,126.8635725,NULL,NULL,0.08,-0.12,0.02,LOITER,768.102
382,764,14.411,31,15.28,0.04,0.04,NULL,NULL,303,-0.0248693,-0.990527,-0.0126419,3.54,37.599373,126.8635726,NULL,NULL,-0.02,-0.01,0.05,LOITER,770.124
383,766,14.41,31,15.27,0.09,0.09,NULL,NULL,303,-0.00685878,-0.990058,-0.0236824,3.56,37.5993732,126.8635724,NULL,NULL,0.04,-0.06,0,LOITER,772.138
384,768,14.406,31,15.55,0.06,0.06,NULL,NULL,303,-0.0208463,-0.985913,-0.0212683,3.58,37.599373,126.8635715,NULL,NULL,0.03,0,-0.02,LOITER,774.15
385,770,14.436,31,15.1,0.06,0.06,NULL,NULL,302,-0.0209933,-0.996403,0.00792259,3.68,37.5993717,126.86357,NULL,NULL,0.04,-0.02,0.24,LOITER,776.163
386,772,14.416,30,14.81,0.18,0.18,NULL,NULL,303,-0.0320417,-0.992783,-0.0225209,3.74,37.5993725,126.8635711,NULL,NULL,0.12,0.07,0,LOITER,778.173
387,774,14.399,30,15.38,0.06,0.06,NULL,NULL,303,-0.0189628,-0.992132,4.27747E-05,3.73,37.5993724,126.8635719,NULL,NULL,0.04,-0.02,0.04,LOITER,780.186
388,776,14.394,30,15.42,0.08,0.08,NULL,NULL,303,-0.0281837,-0.992177,0.0333491,3.7,37.5993728,126.8635719,NULL,NULL,0.19,0,0.06,LOITER,782.199
389,778,14.394,30,15.26,0.11,0.11,NULL,NULL,303,-0.00182426,-0.990448,-0.00671453,3.74,37.5993738,126.8635718,NULL,NULL,0.03,0.14,0.02,LOITER,784.212
390,780,14.387,30,15.03,0,0,NULL,NULL,303,-0.0215699,-0.990579,-0.0147275,3.73,37.5993731,126.8635742,NULL,NULL,-0.01,0.05,0.03,LOITER,786.226
391,782,14.393,30,15.23,0.06,0.06,NULL,NULL,303,-0.0213988,-0.985766,-0.00637134,3.76,37.5993731,126.8635746,NULL,NULL,0.08,0.07,0,LOITER,788.239
392,784,14.39,29,14.82,0.04,0.04,NULL,NULL,303,-0.0316528,-0.988896,-0.0109088,3.78,37.5993732,126.863575,NULL,NULL,-0.04,-0.02,0,LOITER,790.252
393,786,14.42,29,15.53,0.07,0.07,NULL,NULL,301,-0.0307272,-1.02898,-0.0330875,3.71,37.5993734,126.8635756,NULL,NULL,-0.03,-0.07,0.16,LOITER,792.271
394,788,14.383,29,15.41,0.11,0.11,NULL,NULL,300,-0.0146997,-1.03115,-0.051613,3.9,37.5993739,126.8635745,NULL,NULL,0.07,0,0,LOITER,794.285
395,790,14.372,29,15.04,0.33,0.33,NULL,NULL,301,-0.0601095,-1.02588,-0.0254153,3.88,37.5993726,126.8635792,NULL,NULL,-0.16,0.24,0.03,LOITER,796.299
396,792,14.384,29,15.41,0.17,0.17,NULL,NULL,301,-0.0326722,-1.02584,-0.0544526,3.88,37.5993703,126.8635806,NULL,NULL,-0.27,-0.06,0.04,LOITER,798.315
397,794,14.389,29,15.53,0.06,0.06,NULL,NULL,300,-0.0161496,-1.03115,-0.0140499,3.84,37.5993694,126.863579,NULL,NULL,0.03,0.02,0.07,LOITER,800.329
398,796,14.372,28,15.49,0.14,0.14,NULL,NULL,301,-0.00294138,-1.02807,-0.0247493,3.87,37.5993696,126.8635788,NULL,NULL,0.03,0.05,0.04,LOITER,802.344
399,798,14.362,28,15.09,0.07,0.07,NULL,NULL,295,-0.014914,-1.13304,-0.0246749,3.86,37.5993701,126.8635797,NULL,NULL,-0.05,0.01,0.04,LOITER,804.359
400,800,14.374,28,15.37,0.23,0.23,NULL,NULL,295,-0.0201225,-1.13154,-0.0638435,3.89,37.5993705,126.8635771,NULL,NULL,0.04,-0.07,0,LOITER,806.369
401,802,14.36,28,16.19,0.13,0.13,NULL,NULL,295,0.0308616,-1.13352,-0.0206412,3.89,37.5993698,126.8635735,NULL,NULL,0.05,0.03,0.13,LOITER,808.38
402,804,14.358,28,15.76,0.25,0.25,NULL,NULL,295,-0.0108482,-1.1337,0.000882631,4,37.5993686,126.8635748,NULL,NULL,-0.24,0,0.07,LOITER,810.393
403,806,14.371,27,14.85,0.1,0.1,NULL,NULL,295,-0.0206942,-1.13077,-0.0212694,4.03,37.5993667,126.8635757,NULL,NULL,-0.09,0.01,0.02,LOITER,812.406
404,808,14.322,27,16.86,0.06,0.06,NULL,NULL,295,-0.0356459,-1.13301,0.00234312,4.01,37.599366,126.863575,NULL,NULL,0.01,-0.01,0.26,LOITER,814.42
405,810,14.345,27,15.23,0.08,0.08,NULL,NULL,294,-0.0271436,-1.13603,-0.0184394,4.06,37.5993671,126.863576,NULL,NULL,0.02,0.04,0.04,LOITER,816.434
406,812,14.355,27,16.44,0.25,0.25,NULL,NULL,294,0.00315687,-1.13866,-0.0331014,4.1,37.5993685,126.8635762,NULL,NULL,0.06,-0.12,0.02,LOITER,818.448
407,814,14.343,27,15.65,0.11,0.11,NULL,NULL,294,0.0134789,-1.13717,-0.0373779,4.1,37.5993691,126.8635737,NULL,NULL,-0.03,-0.02,0,LOITER,820.461
408,816,14.371,27,14.3,0.07,0.07,NULL,NULL,294,0.0149299,-1.14897,-0.0138653,4.1,37.5993678,126.8635724,NULL,NULL,-0.07,0.05,0.06,LOITER,822.474
409,818,14.356,26,14.69,0.16,0.16,NULL,NULL,294,-0.0306587,-1.14708,-0.0313933,4.08,37.5993677,126.8635758,NULL,NULL,-0.1,0.07,-0.11,LOITER,824.489
410,820,14.34,26,15.27,0.2,0.2,NULL,NULL,294,-0.00691028,-1.14463,-0.0355189,4.06,37.5993688,126.8635771,NULL,NULL,-0.06,-0.11,0.05,LOITER,826.502
411,822,14.345,26,15.11,0.16,0.16,NULL,NULL,295,-0.00260483,-1.1327,-0.0190216,4.1,37.5993677,126.8635751,NULL,NULL,0,-0.06,0.02,LOITER,828.517
412,824,14.327,26,15.04,0.09,0.09,NULL,NULL,295,0.0174113,-1.12973,-0.0171233,4.1,37.5993677,126.8635743,NULL,NULL,0.06,-0.02,0.04,LOITER,830.53
413,826,14.331,26,15.56,0.05,0.05,NULL,NULL,295,0.00743531,-1.12571,-0.01861,4.11,37.5993671,126.8635732,NULL,NULL,-0.08,0,0,LOITER,832.544
414,828,14.329,26,15.78,0.15,0.15,NULL,NULL,295,-0.00672496,-1.12518,-0.0163885,4.13,37.5993673,126.863573,NULL,NULL,0.03,0.05,0,LOITER,834.557
415,830,14.315,25,15.98,0.06,0.06,NULL,NULL,295,0.00492381,-1.13003,0.00819062,4.11,37.599367,126.8635726,NULL,NULL,0,0,0.02,LOITER,836.57
416,832,14.319,25,15.59,0.18,0.18,NULL,NULL,294,-0.0482985,-1.13887,-0.0201051,4.1,37.5993676,126.8635737,NULL,NULL,0.11,-0.09,0.02,LOITER,838.586
